,good_bad
119829,1
243475,1
451261,1
33716,1
240831,1
173219,1
451533,1
196448,0
110938,1
149800,0
73218,1
186203,1
292987,1
312258,1
432969,1
231529,1
325308,0
318241,1
431875,1
334101,1
31628,1
310707,1
76791,1
290703,1
41366,0
78535,1
26444,0
745,1
155864,1
141209,0
199996,1
449056,1
428931,1
332558,1
79051,0
314004,1
316533,0
257564,1
81385,1
7616,1
462607,1
41864,1
122708,1
33092,1
69749,1
240672,1
334453,1
79977,1
356125,1
453575,1
291567,1
400070,1
42482,1
376930,1
257028,1
36457,1
158543,1
109402,1
298423,1
16930,1
272239,1
373190,1
320311,1
100776,1
4355,1
302007,1
358392,1
304967,1
243039,1
242093,1
411394,1
201688,1
321276,1
447749,1
336923,1
131883,1
350636,1
62145,1
221614,1
397716,1
205044,1
13341,1
300534,1
159809,1
453909,1
32736,0
141855,1
402973,1
325556,1
254636,1
446027,1
199086,1
137102,1
52699,0
124031,1
41558,0
357854,1
308722,0
424822,1
311644,1
403420,1
157970,1
153427,0
296840,1
217007,1
32372,0
380721,1
149349,1
47843,1
365012,1
406692,1
48054,1
236913,1
412361,1
142505,1
382540,1
354262,1
252306,1
100367,1
47444,1
462882,1
46586,1
383256,1
438314,1
2829,1
367220,1
430886,1
142933,1
278810,1
391253,1
327627,0
397463,1
264723,1
365583,1
184720,1
64699,1
182067,0
352168,1
353674,1
225659,1
272606,1
177536,1
224713,1
257965,1
337083,1
397461,1
103954,1
209588,1
18956,1
393374,1
139857,1
224726,1
108897,1
191230,1
353547,0
21430,1
244961,1
2592,1
409029,0
25983,1
64544,1
376318,1
356846,1
234796,1
79723,1
348147,0
426646,1
168991,1
196581,1
236711,1
86651,1
149536,1
269957,1
175499,1
183023,1
420055,1
42514,1
344466,1
270994,1
379099,1
198200,0
414253,1
352787,1
139066,1
218986,1
242844,1
403043,1
359375,1
318656,0
349869,1
317967,1
241826,1
75458,1
65920,0
133123,1
285300,1
439581,1
87402,1
191575,1
100433,1
451595,1
95888,0
97248,1
12367,1
375850,1
99173,1
464599,1
258903,1
359018,1
8317,1
116439,1
27559,1
39594,1
166795,0
458341,1
261713,0
427711,1
214959,1
411566,1
133253,1
140365,1
465203,1
68133,1
310058,1
403500,1
354585,1
35865,1
97106,1
208350,1
376340,1
114059,1
414886,1
346780,1
362648,0
285034,1
87152,1
372925,1
130297,1
15842,1
296408,1
261147,1
207144,1
464067,1
174318,0
23676,1
190146,1
199626,1
221144,1
53322,1
463027,1
339281,1
354732,1
408428,1
290638,1
255974,1
238315,1
65525,0
192159,1
257817,1
441170,1
209319,1
297589,1
5832,1
356933,1
188998,1
205413,1
342648,1
326989,1
333452,1
278949,1
435069,1
174946,1
302719,1
400667,1
88681,1
275098,1
185924,1
1879,1
218692,0
202342,1
65060,1
345802,1
84782,1
420922,1
100678,1
140454,1
196697,1
84848,1
13734,0
382434,1
266537,1
444756,1
460518,1
123208,1
229469,1
355209,1
363313,1
4759,1
273685,1
443917,1
4341,1
442243,1
209608,1
58919,1
144549,0
446425,0
214735,0
17032,1
34532,1
14796,0
318708,1
67032,1
52728,1
374442,1
292406,1
86526,1
167699,1
278766,1
6143,1
122340,1
239700,1
90165,1
413702,1
242829,1
62452,1
213235,1
226493,1
253009,1
409780,1
354926,1
372353,1
183983,1
358330,1
398303,0
126776,1
47552,0
283915,1
439766,1
38762,1
301392,0
72120,0
391157,1
395145,1
267057,1
49236,1
89665,0
212396,1
80296,0
134033,1
300530,1
353419,0
283685,1
189940,1
361640,1
62229,1
157748,1
165315,1
90835,1
374211,1
18188,1
458723,1
77922,1
343692,1
299889,1
60070,1
115804,1
463656,1
211619,0
39776,1
24172,1
29452,0
20220,1
373017,1
330083,1
291350,1
405873,1
118519,1
158771,1
149664,0
119059,1
41641,0
117189,1
308007,1
156617,1
146569,1
397542,1
454215,1
188290,1
252279,1
417555,1
422544,1
432784,1
273847,1
457207,1
294015,1
394156,1
143242,1
109033,0
231353,1
404744,1
389062,1
419285,1
133587,1
236534,0
225634,1
35803,0
413063,1
95515,1
347096,1
378748,1
403300,1
274322,1
139758,1
116133,1
222964,1
309468,1
117846,1
321627,1
288068,0
428043,0
280358,1
50831,1
385611,1
7469,0
151979,0
166727,0
131205,1
247044,1
120520,1
85428,1
388673,1
224239,1
153797,1
307902,1
298533,1
397890,1
413536,1
39363,1
2342,1
104003,0
374722,1
26476,1
219439,1
453427,1
198485,1
437048,1
146196,0
41428,1
26224,1
90778,1
331647,1
195950,1
193349,1
187993,1
36837,1
142090,1
434609,1
232562,0
100574,1
460680,1
287229,1
172143,1
248230,1
164833,1
419095,1
198054,1
396711,1
330713,1
185928,1
450080,1
386693,1
331725,1
206590,0
366302,1
218458,1
218139,1
332291,1
416908,1
23095,1
4241,1
146296,1
205804,0
167624,1
157388,1
213938,1
275216,1
356397,1
279225,1
448275,1
311808,1
459051,1
437850,1
42781,1
319286,1
51535,1
58401,1
108135,1
411145,1
37044,1
14971,1
193901,1
277437,1
287544,1
420400,1
269709,0
39829,1
434712,1
356060,1
236753,1
392914,1
59985,1
344922,1
188758,0
308340,1
345422,1
348136,1
1331,0
408885,1
142932,0
130355,1
320155,1
45000,1
230993,1
188433,1
263064,1
345565,1
72570,1
421021,1
218596,1
24181,1
46786,1
260258,1
153073,1
268961,1
374591,1
202167,1
412410,1
208968,0
5686,1
386028,1
129291,0
415925,1
183845,0
399245,1
5412,1
404107,1
385167,1
255104,1
446940,1
454805,0
363829,1
142653,1
226810,0
156993,1
114872,1
359915,1
72972,1
100610,1
101795,1
68505,1
129974,1
107826,1
367743,1
244589,1
287860,1
79052,1
58404,1
179078,1
187390,1
428216,1
329722,1
312806,1
261764,1
138843,1
65478,1
107766,1
11155,1
144524,0
134001,1
364032,1
280670,1
308392,1
288986,1
203710,1
329200,1
13813,0
336250,0
205144,0
364472,1
195798,0
319683,0
23857,1
204590,1
3891,0
2538,1
34974,1
55375,1
19550,1
327683,1
372511,1
368473,1
82222,1
429043,1
425020,1
240206,1
194820,1
300398,1
240690,1
379297,1
130282,1
404439,1
69834,1
394135,1
39085,1
249540,1
232138,1
354921,0
137396,1
11250,1
122321,0
20661,1
84740,0
44651,1
428620,1
247126,1
304317,1
202059,0
72485,0
327606,1
71124,0
452243,1
148962,1
275118,1
140398,1
385186,0
177466,1
77449,1
305462,1
226368,1
319591,0
255449,1
359824,1
145471,0
186593,1
53898,1
389922,1
364816,1
151695,1
212223,1
219029,1
250514,1
113353,1
269221,1
24643,1
280490,1
229941,1
73265,1
418218,1
256693,0
57367,1
377418,1
16106,1
218732,1
161540,1
46913,1
94733,1
281360,1
78846,0
347660,1
154214,1
169285,1
25119,1
304598,1
236131,1
393489,1
313615,1
415617,1
235842,1
260480,1
176586,1
96088,1
325692,1
319099,1
134012,1
268253,1
130443,0
444798,1
380648,1
189650,1
254778,1
457959,1
249736,1
62661,1
217367,1
151030,1
237124,1
379218,1
297226,0
198988,0
437169,0
146138,1
375732,1
204422,1
157070,1
328973,1
1979,1
356020,1
364900,1
224422,0
227263,1
317799,1
63992,1
407871,1
297240,1
300133,1
15192,0
317434,1
463537,1
464742,0
364632,1
116419,1
41049,0
249671,1
405929,1
286846,1
12188,1
4255,0
22069,1
113116,1
354009,1
201277,1
241769,1
275901,1
315556,1
178538,1
319038,1
62512,1
149144,1
188141,1
61675,1
454988,1
137555,1
120227,1
75832,1
73630,1
247288,1
390402,1
23111,1
337907,1
73545,1
141547,1
303259,1
347045,1
365759,1
287035,1
371306,1
465999,0
156913,1
308218,1
306187,0
241429,1
353225,1
149047,0
379473,1
400676,1
215177,1
25027,1
308207,1
65999,1
428094,1
94285,1
261449,1
460723,1
114995,1
85270,1
366419,1
273080,1
68975,1
230802,1
398279,1
315991,1
394343,1
34858,1
196519,1
425185,1
432813,1
30364,1
338635,1
260721,1
108017,1
376194,1
281623,1
381055,1
378697,1
199536,0
245394,1
450482,1
189304,1
126112,1
218849,1
279752,1
46908,1
354096,1
377435,1
221921,0
416677,1
412999,1
170262,1
130979,0
414802,1
373389,1
52407,1
185717,1
298179,1
236297,1
80140,1
299897,1
266700,1
451564,1
378163,1
267740,1
206326,1
349679,1
368977,1
438437,1
302813,1
116464,1
143383,1
20343,0
194055,1
194429,1
337205,1
276057,1
291164,1
340967,0
377613,1
129070,0
266050,1
11733,1
265042,1
264348,0
279698,1
435222,1
31166,1
34454,1
456440,1
305684,1
267647,1
410947,1
137949,1
83241,1
427702,1
178721,1
457519,1
265708,1
203423,1
218377,1
85759,1
158676,1
400103,1
122389,1
280938,1
332837,1
138919,1
235753,0
400935,1
17755,1
223639,1
347094,0
339946,1
205884,1
83758,1
215437,1
281975,1
379870,1
214390,1
7016,1
180132,1
221608,1
60882,1
62847,1
48841,1
184896,1
234715,1
107140,1
346663,1
416922,1
332270,1
360602,1
348691,1
791,1
34081,1
129182,0
158183,0
123750,1
210088,1
159171,1
364870,1
291956,1
399578,1
52556,0
301546,1
326390,1
407948,1
15610,1
249666,1
420687,0
417804,1
28213,1
233175,1
421177,1
49215,1
443231,1
336932,1
75967,1
178511,1
370235,1
298066,1
398542,1
397966,1
202075,1
350715,1
164301,1
300981,0
299934,0
95632,1
326707,1
172848,1
435814,0
194778,1
441034,1
161994,1
386580,1
115988,1
264095,1
449189,1
65870,1
73146,1
376948,1
120382,0
409719,1
352023,1
338559,1
47141,1
197396,1
225001,0
127001,1
5111,0
127184,1
327637,1
310562,1
391178,1
143370,1
295091,0
353248,1
339812,1
36583,1
274796,0
463580,1
460195,1
84323,1
266917,1
26439,0
268703,1
310024,1
244837,1
293308,1
177739,1
52440,1
157342,1
271445,1
7918,1
393556,1
406763,1
207208,0
329850,1
272128,1
315007,0
434187,1
83674,1
229844,1
311765,1
414509,1
259376,1
52402,1
444657,0
394471,1
278569,0
460753,1
164369,0
127356,1
126439,0
440011,1
154883,0
221093,1
110764,1
109791,1
26969,1
87465,1
353314,1
431217,1
118455,0
5870,1
104342,0
209419,1
28005,1
7229,1
195749,1
355345,1
425,1
264450,1
304854,1
381299,1
448342,1
454464,0
334234,1
37442,1
169885,1
375750,1
296602,1
202879,0
201436,1
419650,1
446881,1
211116,1
248862,1
334142,1
59908,1
150520,1
321009,1
249438,1
441717,1
171027,1
333234,1
232983,1
221869,1
243416,1
193448,1
406925,1
159786,1
95903,1
34243,1
269108,1
156377,1
9265,1
355710,1
61451,0
304461,1
443013,1
228801,0
241281,1
149901,1
21230,1
420380,1
57416,1
336512,1
334867,1
39021,1
279496,1
265756,1
350577,1
207001,1
225904,1
119911,1
76452,1
238808,1
286201,1
143828,1
187671,1
314699,1
52038,1
309411,1
340027,1
318931,1
10873,1
353787,1
112258,1
349440,1
350893,1
73017,1
257329,1
11441,1
353011,1
59837,1
109248,1
188283,1
370765,1
390621,1
333925,1
399342,1
402963,1
123427,1
74530,1
259088,1
68538,1
29805,1
205051,1
171661,1
58730,1
45476,1
403267,1
150845,1
464688,1
373937,1
420870,1
336049,1
416799,0
404807,1
20325,1
446458,0
166896,1
251317,1
269976,1
213400,1
342560,1
283517,1
281098,1
109022,1
66978,1
233548,1
412657,1
264639,1
356190,1
254834,1
77801,0
288926,1
399281,0
142039,1
422149,1
178227,1
54075,1
430357,1
399274,1
159101,0
91212,1
337126,1
416211,1
109341,1
122996,1
128550,1
176351,1
458269,1
69928,1
173825,0
77249,1
224479,0
361491,1
332909,1
193610,1
126686,0
389636,1
42730,1
384267,1
80628,1
161208,1
17590,1
249721,0
36301,1
253620,1
19149,1
409679,0
8052,1
15069,0
63626,1
200698,0
462751,1
351128,1
239295,1
101586,1
202755,1
456176,0
397120,1
141741,1
203907,1
427570,1
457579,1
281486,1
211314,1
322592,1
294484,1
46202,1
8507,1
53487,1
392387,1
413056,1
38144,0
33091,1
135304,1
464378,1
360803,1
61020,0
248977,1
99255,1
422569,0
23422,1
465418,0
12677,1
233565,1
15916,1
98280,1
187416,1
134036,1
33871,1
109152,1
158120,1
253720,1
400640,1
163260,1
50873,0
8085,1
317398,1
45866,1
275895,0
45502,0
414914,1
74561,1
204491,1
11732,1
225219,1
297703,1
443757,1
145776,1
318739,1
256785,1
409761,1
207986,1
123759,1
344411,1
433095,1
441704,1
146606,1
262395,1
412450,1
212212,1
453188,1
35233,1
12216,1
307867,1
213635,0
130459,1
284437,1
32787,1
188261,1
66731,1
234217,1
215585,1
341665,1
96958,1
272534,1
62230,1
282732,1
441348,1
263908,1
70266,1
454025,1
119081,1
10197,1
223350,1
443466,1
300523,1
46135,1
448617,1
400057,1
55684,1
24857,1
179285,1
188529,1
426012,1
340036,1
221835,0
247946,1
60353,1
31405,0
42007,1
105899,1
88462,1
352501,1
23292,1
361893,1
423589,1
119443,1
14661,1
16876,1
269059,1
258707,1
283596,1
119179,1
179405,1
116682,1
56246,1
201098,0
62484,1
398097,0
459841,1
443961,1
137008,1
223061,1
239203,1
149631,1
110964,1
221513,1
456537,1
311261,1
156917,0
17671,1
66709,1
393896,0
299448,1
153291,1
372586,1
374644,1
376562,1
25659,1
344130,1
31988,1
448008,1
410883,1
367017,1
281818,1
86843,1
340738,1
118224,1
261725,1
163831,1
36095,1
47753,1
49932,1
432285,1
181841,1
197698,1
360816,1
249615,0
258967,1
320425,1
195194,1
371413,1
276442,1
264775,0
23380,1
29160,1
8697,1
268727,1
436891,1
50444,1
51434,0
286497,1
459037,1
22588,0
309156,1
347984,1
153508,1
42818,1
412101,1
400861,1
278802,1
330233,1
241993,0
449213,1
404574,1
153633,0
437710,1
252353,1
331518,1
129387,1
81364,1
401470,1
153311,1
194316,1
229121,1
71603,1
457363,1
7133,0
375566,1
109197,1
62627,1
45354,1
221782,1
105039,1
116786,1
213126,1
164761,1
203943,1
417767,1
250622,1
280433,1
423698,1
155396,1
461417,1
308774,1
426288,1
126916,1
223115,1
357260,1
290616,1
267532,1
175845,1
251907,1
459483,1
10059,1
85888,1
284356,1
209170,1
16807,1
237531,1
178429,1
150552,0
292446,1
372062,1
132638,0
242949,1
186756,1
36239,1
76188,1
358676,1
297528,1
131969,0
434286,1
417280,1
101373,1
299257,1
60652,1
172319,1
78060,1
263598,1
77346,1
462690,1
98513,1
136791,0
190570,1
417742,1
355168,1
107863,1
239991,1
231099,1
403681,1
446645,1
112124,1
440994,1
314252,1
153394,1
205721,1
346225,1
422743,1
29089,1
272551,1
323014,1
245810,1
212955,1
440066,1
82589,1
187255,1
177340,0
184730,0
349753,1
235966,1
439269,1
211756,1
224725,1
440623,1
138962,1
135101,1
19732,1
347177,1
22380,1
408773,1
239111,0
70466,0
409775,1
367926,1
362926,1
160309,0
76309,1
458383,1
164403,1
258368,0
60152,1
11417,1
256957,1
392053,1
350221,1
335728,1
125986,1
455458,0
69376,1
19014,1
389383,1
215640,0
406572,1
282505,1
203698,1
208416,1
400810,1
217899,1
353702,1
115121,1
226874,0
51171,1
32900,0
237529,1
363427,1
39746,1
77157,1
253793,1
60066,1
214157,0
323521,1
97163,1
196345,0
389001,1
380535,1
398045,1
434272,1
232533,1
89774,1
88847,1
7325,1
141832,1
24991,1
47261,1
109830,1
245452,0
215460,1
423871,1
352997,1
195145,0
184095,1
272973,1
134086,0
204694,1
351191,1
45042,1
353936,1
149625,1
196290,1
392201,1
413975,1
126455,1
261226,1
62359,1
389244,1
353176,1
257722,1
174403,1
394319,1
331624,1
339513,1
147246,1
454120,1
9188,0
235523,1
217737,0
296462,1
402356,1
377464,1
156059,1
385208,1
429403,1
151429,1
427440,1
211681,1
120697,1
104234,0
317840,1
401970,1
214131,1
360198,0
430461,0
390085,1
216158,1
431257,1
416080,1
257749,1
435010,1
343902,1
314021,1
362168,1
204093,1
425694,1
182264,0
432473,1
255826,1
98549,1
89525,1
129229,0
67095,1
12537,0
208892,1
75188,1
245548,1
28573,0
145557,1
402827,1
80613,1
246186,1
381088,1
98206,1
71988,1
244637,1
128818,1
393841,1
220689,1
267512,1
118688,1
426144,1
255123,1
65615,1
136546,1
59794,1
328749,1
464546,1
70243,1
173755,1
406076,1
164694,1
178914,0
313955,1
262308,1
299742,1
436028,1
243057,1
74459,1
21125,1
436396,1
411363,1
226111,1
434208,0
153441,1
298914,1
444725,1
199409,1
124660,1
320894,1
306326,1
296704,1
273324,1
362217,0
33977,1
135340,1
205270,1
349947,1
138167,0
211265,1
290444,1
448864,1
462934,1
157280,1
444693,1
328338,0
434498,1
412075,1
329042,0
309015,1
120925,1
275188,1
14282,1
398648,1
234454,1
244216,1
98371,1
340059,1
55222,1
335247,1
73348,1
388114,1
440479,1
73457,1
444299,1
58009,0
19988,0
207833,1
344608,1
301636,1
274876,1
407128,1
116238,1
123406,1
280666,1
340062,1
417720,1
209958,1
335047,1
73488,1
176654,1
296693,1
374993,1
444472,1
236609,1
376326,0
360425,1
309295,1
29689,0
221304,1
443990,1
310378,1
6614,1
21111,1
226914,1
205303,1
341360,1
43729,1
444426,1
386452,1
27598,1
442592,1
216183,1
325931,1
341050,1
13442,0
430279,0
179249,1
376049,1
252817,1
342143,1
63785,1
55123,1
244939,1
154861,1
150119,1
28399,0
125894,1
380131,1
162468,1
320742,1
401657,1
392093,1
436103,1
166753,1
90444,1
287945,1
348479,1
161185,1
26891,1
43402,1
330909,0
72457,1
112189,1
336552,1
153423,1
181657,1
162068,1
137839,1
157382,1
6323,1
236146,1
333057,1
5168,1
325670,1
371455,1
207128,0
7623,1
47516,1
181896,1
388166,1
279383,1
160435,0
74485,1
40761,1
75737,1
298764,1
420236,1
355588,1
206961,1
215121,1
323856,1
316639,1
170216,1
44398,1
209444,0
460881,1
372352,1
157993,1
452259,1
170109,1
129625,1
450254,1
270723,1
362598,1
423981,1
151134,1
256809,1
401008,1
340725,0
250673,1
432539,1
327621,1
17404,1
306349,1
126672,1
3109,1
352138,1
430244,1
121197,1
389122,1
84777,1
182975,0
158790,1
32530,1
418844,1
352351,1
403970,1
33528,1
373303,1
195825,1
456789,1
186925,1
195557,1
278780,1
11904,1
250385,1
14417,1
148572,1
159296,1
231703,1
451992,1
111274,1
413428,1
89803,1
267862,1
195566,1
39896,1
450079,1
352448,1
387059,1
102872,1
79752,1
116460,1
381014,1
359796,1
274106,0
131105,0
448085,1
269912,1
265142,1
376485,1
116697,1
70042,1
7674,1
300786,1
222799,1
395815,1
382915,1
221912,1
40204,1
360410,1
183781,1
346050,1
244606,1
225619,1
157595,1
264922,1
127851,1
386276,1
93213,1
325016,1
2875,0
17398,0
392051,1
290288,0
233418,1
393329,0
86762,1
411842,1
7754,1
266954,1
410007,1
104057,1
410186,1
257174,1
223508,1
457237,0
143378,1
407726,1
317829,1
70711,1
167104,1
172262,0
292100,1
146637,0
4197,1
52379,1
100710,1
10319,1
167576,1
99683,1
414905,1
56704,1
267672,1
349818,1
72703,1
387595,1
38355,1
117078,1
84292,1
243225,1
6234,0
252130,1
342678,1
388309,1
58992,1
57284,1
386444,1
244623,1
180049,1
186418,1
204315,0
140277,1
465946,1
193376,1
165843,1
299143,1
57275,1
357700,1
188067,1
204400,1
109672,1
50268,0
191842,1
448601,1
76446,1
92220,1
270911,1
432198,1
378545,1
90782,1
226795,0
345964,1
459383,1
82385,1
153781,1
148933,1
176595,1
318221,1
105392,1
451086,1
104311,0
142021,1
212499,1
189632,1
376531,1
163021,1
123782,1
247241,1
355292,1
224593,1
25615,1
124524,1
179253,1
238139,0
314539,1
297813,1
195572,1
363215,1
402995,1
101765,1
424805,1
359340,1
330774,1
343270,1
129043,1
136696,1
94401,1
396784,1
363080,1
233022,1
96559,1
314361,1
303141,1
248944,0
402157,1
174274,1
420270,1
226483,1
165420,1
152121,1
416725,0
110447,1
37588,0
158872,1
333256,1
455647,1
306775,1
49713,1
67886,1
30289,1
149002,1
163768,1
453381,1
107688,1
192128,1
92977,1
185727,1
7483,1
308708,1
221476,1
168954,1
127170,1
368131,1
210620,0
344746,1
164317,1
166677,1
308334,1
84992,1
215450,1
293482,1
60677,1
277975,1
191637,0
442465,1
200052,1
88923,1
275955,1
120393,1
438791,1
212023,1
367521,1
451949,1
105845,0
210982,1
47933,1
76384,1
79636,1
52014,1
205050,1
187997,0
155246,1
339687,1
93640,1
460241,0
456985,1
443813,1
412354,1
175606,1
142141,1
191099,0
68080,1
264285,1
415349,1
343342,1
294867,1
390059,1
450413,1
9285,1
102910,1
78978,1
347686,1
218812,1
33616,1
51046,1
387211,1
168715,1
420059,1
107420,0
268410,1
155544,1
447827,1
278583,1
151268,1
406503,1
325021,1
186624,1
266835,0
97374,1
26648,1
106251,1
217053,1
24393,1
306608,1
108392,1
342317,1
270360,1
256198,1
251786,1
70278,1
446903,1
250580,1
173408,1
29723,1
1155,1
93319,1
305805,1
253348,1
169584,1
68375,1
80806,1
10053,1
37398,1
100778,1
176162,1
206880,1
324399,1
89733,1
195611,0
452927,1
93227,1
273879,1
444973,1
180915,1
436230,1
184005,1
398364,1
76097,1
315859,1
250560,1
151058,1
223934,1
329531,1
360931,1
97072,1
391680,1
255968,1
190261,0
401499,1
305864,1
19131,0
173654,1
169834,1
80673,1
67076,1
340925,1
406505,0
117442,0
238240,1
167269,1
463013,1
274649,1
133320,1
369540,1
382258,1
428012,1
125202,1
355516,1
240768,1
3439,0
46205,1
37386,1
331809,1
386716,1
405403,1
117597,0
6224,1
20774,1
248615,1
205318,0
192501,0
24310,1
366224,1
362288,1
205423,1
200611,1
362538,1
151910,1
50433,1
172767,0
286366,1
339967,1
220706,1
295913,1
71824,1
245145,1
17154,1
67524,1
34928,1
153164,0
46879,1
198185,1
56126,1
286254,1
66963,1
224961,1
451705,1
460974,1
170079,1
131068,0
188667,1
288897,1
151467,0
71631,1
169740,1
453473,1
454794,1
300548,1
437647,1
213558,0
334327,1
50409,1
42572,1
443960,1
8044,1
47740,1
420882,1
397652,1
170306,0
35905,1
376695,1
218443,0
89389,1
445394,1
214934,1
144275,1
31570,0
276657,1
335929,1
182437,0
138197,1
340239,1
327121,1
79287,1
323518,1
341005,1
109200,1
463090,1
152444,0
263574,1
46483,0
303973,0
99492,1
427303,1
77372,1
357801,1
80549,1
246510,1
179704,1
110036,1
270565,1
346122,1
59165,1
339690,0
180178,0
134429,1
10725,1
333893,1
181556,1
45633,1
391945,1
139435,1
416775,1
379051,1
179319,1
396213,0
449638,1
278046,1
183176,1
280255,1
74377,1
76084,1
263374,1
36742,1
353912,1
371866,0
158898,1
192392,0
134261,1
255007,1
336906,1
379405,1
441436,1
229424,1
188050,1
454109,1
71628,1
204816,1
268346,1
456110,0
205695,1
310519,0
13061,1
43220,0
312426,1
265731,1
414311,1
63995,1
438742,0
464317,1
373294,1
67823,1
385215,1
425583,1
144796,0
423459,1
353543,1
354841,1
318151,1
342980,1
105455,0
242204,1
456156,1
258694,1
201269,0
59411,1
430717,1
360021,1
209506,1
135271,1
97200,1
126638,1
21235,1
79693,1
133531,0
30989,1
274401,1
368901,1
113306,1
200552,0
350630,1
246972,1
193275,1
285258,1
461637,1
167273,1
274984,1
437846,1
144653,1
309810,1
190675,1
43099,1
92430,1
10035,1
87018,0
19685,1
396685,1
36319,1
127737,1
188364,1
299258,1
68411,1
221990,1
42551,1
203960,1
32629,1
422267,1
339480,1
318444,1
274135,1
422956,1
27203,1
212586,1
449945,1
170782,1
198526,0
382603,1
154417,1
268776,1
305690,1
274965,1
236145,1
47747,1
156363,1
340801,1
237925,1
375552,1
413378,1
56367,1
358568,1
447163,1
460471,1
253934,1
119727,1
363981,1
250687,1
148944,1
249552,1
219900,1
97430,1
191188,1
103124,0
173231,1
31084,1
392454,1
133760,1
101452,1
201878,1
158277,1
291423,1
202956,1
403234,1
226618,1
300285,1
367699,1
186819,1
240500,1
93429,1
60834,1
196660,1
190296,1
301504,1
283256,1
184351,1
431942,0
313046,1
333815,1
46048,1
309788,1
370197,0
220417,1
277621,1
286205,1
341836,1
370899,1
409556,1
161768,1
134292,1
370861,1
406226,1
55113,1
101357,1
129832,1
48169,1
93359,1
33667,1
295980,1
451111,1
293312,1
75524,1
343871,1
91956,1
17908,0
153844,1
161318,1
140839,1
230572,1
291591,1
403201,1
260372,1
446483,0
463572,1
442645,1
161175,0
135457,1
133003,1
54312,1
41796,1
164096,1
311371,1
432640,1
462724,1
17075,1
314344,1
130474,0
330031,1
188135,1
66928,1
360282,1
112815,1
247810,1
425765,1
242519,1
309702,1
264624,1
466193,0
220993,1
238523,1
288731,1
67468,1
28509,1
435219,1
11062,1
375847,1
410838,1
376876,1
295820,1
298900,1
404467,1
267328,0
435217,1
266190,1
80898,1
90357,0
102650,1
158762,0
424573,1
426245,1
136577,1
250640,1
18369,0
195569,1
455191,1
282019,1
144386,1
134691,1
343388,0
310068,1
251510,1
182598,0
83785,1
204506,1
85153,1
299610,1
172015,1
286231,1
312197,1
260299,1
111390,1
262053,0
229272,1
159617,0
300484,1
32324,1
383736,1
100217,1
405083,1
290260,1
120969,0
341892,1
193961,1
4354,0
81412,1
152298,1
90774,1
131646,1
419579,0
45646,1
40677,1
307290,1
63542,1
35979,0
201505,1
255889,1
348322,1
15158,1
7129,1
449814,1
134218,1
283464,1
370451,0
31871,1
309547,1
15742,1
151045,1
349508,1
88796,1
362523,1
363364,1
332458,1
222980,1
464683,1
253613,1
82118,1
235788,1
7922,0
209228,1
23865,1
253448,1
194019,1
242526,1
244733,0
287572,1
109464,1
47524,1
60540,1
52786,1
391543,1
270783,1
427013,1
221573,1
427318,1
72543,1
388572,1
5806,0
217812,1
365814,0
335165,1
149284,1
149864,1
449135,0
432186,1
424258,0
33390,1
165883,1
335941,1
210375,1
234514,1
330934,1
368242,1
214924,0
16135,1
465875,1
438414,1
185609,1
176213,1
47512,1
325796,1
37794,1
357541,1
6691,1
89439,1
59982,1
1351,1
275366,1
307256,1
331230,1
392630,1
180182,1
76434,1
357336,1
2982,0
102888,1
264657,1
180552,1
272539,1
125834,1
236920,1
140928,1
120320,1
7191,1
311054,0
349238,1
53743,1
437199,0
282180,1
83763,0
357095,1
118010,1
265823,1
92532,1
37424,1
211227,1
379781,1
391512,1
175689,1
336804,1
44137,1
57171,0
1324,1
245314,1
212525,1
391325,0
67481,0
314517,1
445806,1
52278,1
31366,1
143067,1
99234,1
21875,1
382067,1
354916,1
436506,1
45223,1
311731,1
110347,1
141241,1
4834,1
99082,0
414617,1
324034,1
47643,0
52871,1
396956,1
425847,1
35866,1
42998,1
157096,1
283463,1
338687,1
231775,1
256920,1
98822,1
397568,1
192005,0
216121,1
203695,1
464436,1
39514,0
108978,1
314681,1
214971,0
393313,1
256642,1
214734,1
322643,1
138003,1
243775,1
227295,0
259213,1
283508,1
74355,1
370907,1
440137,1
41110,1
114464,1
103851,1
291964,1
378903,1
8022,1
203934,1
415678,0
4921,1
385875,0
257045,1
317589,1
391972,0
215823,1
442793,1
149895,0
273913,1
337206,1
137864,1
203192,0
52365,1
89070,1
170674,1
392282,0
112503,1
134746,1
243420,1
436915,1
311768,1
144127,1
82700,1
202856,1
35595,1
333230,1
373187,1
285421,1
58180,0
67441,1
390662,1
33735,1
188048,1
166800,1
437862,1
330076,1
249338,1
41836,1
33419,1
82337,1
119886,1
315182,1
322404,1
395911,1
361884,1
342214,1
200218,1
26115,1
231169,1
375333,1
60762,1
222831,1
61016,1
100850,1
265328,1
462206,1
401675,1
98168,1
8452,1
214331,1
140691,1
285671,1
3635,1
466054,0
49026,1
335024,1
78323,0
319818,0
234142,1
94581,1
410577,1
273998,1
442784,1
338220,1
151649,1
159345,1
54755,0
234317,0
45735,1
17952,1
3470,1
404126,1
204708,1
228257,1
433922,1
156134,1
25481,1
125648,1
209048,1
345157,1
308348,1
207678,1
28489,1
56753,1
453621,1
136159,1
465670,1
66030,1
281257,0
263149,1
169240,1
120960,0
211172,0
410585,1
137796,1
151824,1
73356,1
93475,1
417038,1
192679,0
43958,1
328475,1
